time,PM1,PM2.5,PM10,BM680 Temp,BM680 Gas,BM680 Humidity,BM680 Pressure,BM680 Altitude
2 / 21 / 2025,2,3,3,20.3876171875,264158,34.60979748891589,1009.290381198608,33.01881295561385
2 / 21 / 2025,2,3,3,20.388984375,262756,34.6389417298571,1009.2943698449615,32.985499351424515
2 / 21 / 2025,2,3,3,20.3895703125,265372,34.67963121185902,1009.2952967487572,32.97775776629686
2 / 21 / 2025,2,3,3,20.3911328125,263355,34.703000521126945,1009.2941167296849,32.987613394320036
2 / 21 / 2025,2,2,2,20.39171875,269081,34.7146685999242,1009.2932177474489,32.99512178305603
2 / 21 / 2025,2,2,2,20.3915234375,271825,34.70884344261723,1009.2910828983543,33.0129522759855
2 / 21 / 2025,2,2,2,20.3911328125,270763,34.685581118236335,1009.2886390852055,33.03336330794288
2 / 21 / 2025,2,2,2,20.395625,251505,34.72083607930689,1009.2957452919095,32.97401149499914
2 / 21 / 2025,2,2,2,20.4001171875,248084,34.90139535955681,1009.2973737869969,32.96041017418499
2 / 21 / 2025,2,2,2,20.402265625,250234,35.1168936017972,1009.2989464841223,32.94727489926371
2 / 21 / 2025,1,2,2,20.4048046875,255398,35.26277961338238,1009.2974852576236,32.9594791632753
2 / 21 / 2025,1,2,2,20.4063671875,261369,35.33871985524906,1009.2926532601646,32.99983643957298
2 / 21 / 2025,1,2,2,20.4067578125,265372,35.34458832561416,1009.2877934041021,33.040426551227135
2 / 21 / 2025,1,2,2,20.405390625,270551,35.3211341310782,1009.2929343794603,32.99748850170632
2 / 21 / 2025,1,2,2,20.4028515625,272252,35.280084708993456,1009.2943956316948,32.98528397819255
2 / 21 / 2025,1,2,2,20.4008984375,273110,35.19248585416927,1009.3022614642829,32.91958801048442
2 / 21 / 2025,1,2,2,20.3993359375,273325,35.128267600021495,1009.2961379292033,32.970732155392135
2 / 21 / 2025,1,2,2,20.39875,274190,35.0641680825083,1009.297036939368,32.963223550985894
2 / 21 / 2025,1,2,2,20.3993359375,265169,35.02930047501676,1009.2997897392966,32.940231980684715
2 / 21 / 2025,1,2,2,20.3981640625,263556,35.04665161828018,1009.3088913582073,32.86421500835639
2 / 21 / 2025,1,2,2,20.3962109375,265372,35.11050730055723,1009.3094534641257,32.85952030240817
2 / 21 / 2025,1,2,2,20.395234375,266802,35.13953327353027,1009.3133862974973,32.82667335610022
2 / 21 / 2025,1,2,2,20.3946484375,269081,35.13365491312781,1009.3088075988096,32.86491456662852
2 / 21 / 2025,1,2,2,20.393671875,268872,35.139387814138885,1009.3090886376126,32.862567331465655
2 / 21 / 2025,1,2,2,20.3930859375,269081,35.127685908923176,1009.3008581752692,32.93130834519792
2 / 21 / 2025,1,1,1,20.3926953125,270130,35.10435758880762,1009.3002402386738,32.93646938439263
2 / 21 / 2025,1,1,1,20.393671875,272038,35.06951723237769,1009.3017850803107,32.92356678996418
2 / 21 / 2025,1,1,1,20.3950390625,274190,35.06382321606588,1009.3057737526085,32.890253273857056
2 / 21 / 2025,1,1,1,20.3958203125,272252,35.02897402326721,1009.2978801526901,32.956180971161906
2 / 21 / 2025,1,1,1,20.3966015625,271612,34.99413290783777,1009.3027678130005,32.91535896582426
2 / 21 / 2025,1,1,1,20.396796875,272252,34.970879799262036,1009.3012508825109,32.92802843483079
2 / 21 / 2025,1,1,1,20.3981640625,273757,34.9593722963786,1009.3088913582073,32.86421500835639
2 / 21 / 2025,1,1,1,20.398359375,271612,34.941940677663716,1009.3092003270488,32.86163450180624
2 / 21 / 2025,1,1,1,20.39875,271186,34.965243652124,1009.3098182647909,32.856473490128295
2 / 21 / 2025,1,1,1,20.3997265625,272252,34.98278670814626,1009.3077112961404,32.87407088798747
2 / 21 / 2025,1,1,1,20.3977734375,273110,34.988423474599784,1009.3100993217064,32.85412610559431
2 / 21 / 2025,1,1,1,20.3966015625,273974,34.99413290783777,1009.2991160181431,32.94585894041375
2 / 21 / 2025,1,1,1,20.3958203125,276157,34.98824228669592,1009.305183733652,32.89518112396379
2 / 21 / 2025,1,1,1,20.395234375,269709,35.00564300157385,1009.3097345094346,32.857173014126275
2 / 21 / 2025,1,1,1,20.3958203125,257868,34.999878787508024,1009.3033578382881,32.910431053286786
2 / 21 / 2025,1,1,1,20.396796875,252790,35.04652461317834,1009.3085544751552,32.86702865500964
2 / 21 / 2025,1,1,1,20.398359375,246321,35.11653012700135,1009.3128521327827,32.83113468311887
2 / 21 / 2025,1,1,1,20.3997265625,254460,35.238992220097614,1009.3077112961404,32.87407088798747
2 / 21 / 2025,1,1,1,20.4016796875,255398,35.36161026168622,1009.3199305380529,32.77201621848239
2 / 21 / 2025,1,1,1,20.4034375,261369,35.484311401787835,1009.3245371946988,32.73354184732784
2 / 21 / 2025,1,1,1,20.406953125,263756,35.58975344710203,1009.3300986873475,32.68709296344818
2 / 21 / 2025,1,2,2,20.40890625,264764,35.671742391670946,1009.3222328071284,32.75278786187067
2 / 21 / 2025,1,2,2,20.40890625,270763,35.695123499850304,1009.3222328071284,32.75278786187067
2 / 21 / 2025,1,2,2,20.410859375,272466,35.695307695438245,1009.3198446794693,32.772733302801015
2 / 21 / 2025,1,1,1,20.4133984375,275498,35.654632210181234,1009.3220353097106,32.75443734220981
2 / 21 / 2025,1,1,1,20.415546875,275498,35.60808814997016,1009.3144782355567,32.81755352946896
2 / 21 / 2025,1,1,1,20.41671875,274843,35.567307116857336,1009.3163320185838,32.80207081989685
2 / 21 / 2025,1,1,1,20.420234375,265575,35.52675723270268,1009.3164154761769,32.80137378650368
2 / 21 / 2025,1,1,1,20.4247265625,267420,35.52134008247309,1009.3143917301511,32.81827601915215
2 / 21 / 2025,1,1,1,20.4278515625,268872,35.53915211728405,1009.315683121783,32.80749037316078
2 / 21 / 2025,1,1,1,20.43,269499,35.580238585178726,1009.3209076687634,32.76385530108913
2 / 21 / 2025,1,1,1,20.43078125,272038,35.59783747355387,1009.3148395289521,32.81453602203726
2 / 21 / 2025,1,1,1,20.43,271825,35.61529135570656,1009.3117777047049,32.8401082786704
2 / 21 / 2025,1,1,1,20.4298046875,271399,35.61527296655018,1009.3132947395013,32.82743804548905
2 / 21 / 2025,1,1,1,20.4284375,270974,35.60930156575987,1009.3147840115581,32.81499970094654
2 / 21 / 2025,1,1,1,20.4266796875,273110,35.60913608979987,1009.3120033828169,32.83822342026478
2 / 21 / 2025,1,2,2,20.4243359375,273110,35.58554723218487,1009.3082958803174,32.86918843915837
2 / 21 / 2025,1,2,2,20.420625,273757,35.567674460359704,1009.306077605217,32.88771549171123
2 / 21 / 2025,1,2,2,20.4176953125,275061,35.53819762129883,1009.3050951343653,32.895921107176335
2 / 21 / 2025,1,2,2,20.413984375,276819,35.496976916273056,1009.3028767909411,32.914448777948486
2 / 21 / 2025,1,2,2,20.409296875,278152,35.4615129599608,1009.300939537753,32.93062880161336
2 / 21 / 2025,1,2,2,20.4034375,278599,35.39094104605471,1009.297148435863,32.96229232376614
2 / 21 / 2025,1,2,2,20.399140625,280402,35.332212334170336,1009.308610297598,32.86656242601779
2 / 21 / 2025,1,2,2,20.3942578125,281999,35.28511154241852,1009.3063637674223,32.88532546068214
2 / 21 / 2025,1,2,2,20.3891796875,281999,35.226353106811324,1009.3056340709835,32.89141989736803
2 / 21 / 2025,1,2,2,20.384296875,280402,35.19676445292121,1009.308864969889,32.864435403514534
2 / 21 / 2025,1,2,2,20.3784375,281999,35.14961761609556,1009.3123766747221,32.83510569560518
2 / 21 / 2025,1,2,2,20.372578125,283152,35.11413158664699,1009.312236503155,32.83627640492094
2 / 21 / 2025,1,2,2,20.3665234375,283383,35.072815341334405,1009.3136130117449,32.824779846360116
2 / 21 / 2025,1,2,2,20.36046875,283615,35.04315060872613,1009.3131635355692,32.828533856538996
2 / 21 / 2025,1,2,2,20.3559765625,283615,35.013637351307686,1009.3133600191303,32.82689283215593
2 / 21 / 2025,1,2,2,20.3497265625,284080,34.978150059694684,1009.3126012792495,32.83322980465455
2 / 21 / 2025,1,2,2,20.3440625,284313,34.965991147583054,1009.3091178556083,32.86232330289153
2 / 21 / 2025,1,2,2,20.33703125,285955,34.93044405370898,1009.3034714129732,32.90948247367986
2 / 21 / 2025,1,2,2,20.3278515625,287617,34.89470752011488,1009.3072058808361,32.878292120001255
2 / 21 / 2025,1,2,2,20.3184765625,287855,34.84733853066133,1009.3069795140365,32.88018273758168
2 / 21 / 2025,1,2,2,20.3094921875,288815,34.81164235087848,1009.3018938162522,32.92265862255559
2 / 21 / 2025,1,2,2,20.300703125,289297,34.76435656974695,1009.2989425300159,32.947307924215785
2 / 21 / 2025,1,2,2,20.291328125,288334,34.72283982503621,1009.2987151591482,32.949206940371134
2 / 21 / 2025,1,2,2,20.28234375,287617,34.687177015963925,1009.3045821459482,32.900205598885925
2 / 21 / 2025,1,2,2,20.272578125,288815,34.663059913721824,1009.3037359000434,32.90727346906264
2 / 21 / 2025,1,2,2,20.2630078125,289781,34.63316245766748,1009.2958962002609,32.97275109566986
2 / 21 / 2025,1,2,2,20.2536328125,291487,34.60328992660989,1009.3029692808453,32.913676298838176
2 / 21 / 2025,1,2,2,20.2425,290024,34.59646643481492,1009.2981331993448,32.954067507782064
2 / 21 / 2025,1,2,2,20.23390625,290510,34.58987658151046,1009.302790421896,32.915170135467434
2 / 21 / 2025,1,2,2,20.22140625,291487,34.60033159618597,1009.3012664784602,32.927898176711885
2 / 21 / 2025,1,2,2,20.21125,291978,34.62260580755988,1009.2979742621415,32.95539496238408
2 / 21 / 2025,1,2,2,20.19796875,293214,34.6271883717005,1009.3043397046738,32.90223047490152
2 / 21 / 2025,1,2,2,20.186640625,293711,34.649357907536995,1009.3028428128783,32.914732564002946
2 / 21 / 2025,1,1,1,20.1755078125,292471,34.66574450467721,1009.294353373622,32.98563692160705
2 / 21 / 2025,1,1,1,20.1637890625,292225,34.67627475403631,1009.2867617557047,33.04904302505756
2 / 21 / 2025,1,1,1,20.1540234375,293462,34.692789140862494,1009.2913864066987,33.01041733926367
2 / 21 / 2025,1,1,1,20.1423046875,294459,34.69171193870973,1009.2983953837883,32.95187772539799
2 / 21 / 2025,1,1,1,20.1301953125,293711,34.70220737700861,1009.2956596401762,32.9747268656003
2 / 21 / 2025,1,1,1,20.1192578125,295464,34.6953977981033,1009.2929526749983,32.99733569547202
2 / 21 / 2025,1,1,1,20.108125,295464,34.67696396576336,1009.2862860349156,33.05301631500815
2 / 21 / 2025,1,1,1,20.096796875,295968,34.670120501284345,1009.288435230953,33.03506592587173
2 / 21 / 2025,1,1,1,20.08625,295464,34.657547010952605,1009.2772199856746,33.12873758058514
2 / 21 / 2025,1,1,1,20.0735546875,294710,34.633175064736626,1009.2790295447392,33.11362377547803
2 / 21 / 2025,1,1,1,20.0610546875,295716,34.608826108882866,1009.2793224611844,33.11117727984994
2 / 21 / 2025,1,1,1,20.0493359375,297748,34.65415917401143,1009.282675967184,33.083168180713756
2 / 21 / 2025,1,2,2,20.0378125,293214,34.664705676460464,1009.2863378421819,33.05258361303254
2 / 21 / 2025,1,2,2,20.028046875,289539,34.70442912555666,1009.2836567078795,33.074976868215664
2 / 21 / 2025,1,2,2,20.020234375,288095,34.81982710616846,1009.2840663148813,33.071555763026744
2 / 21 / 2025,1,2,2,20.0137890625,285719,34.95869047516419,1009.2811649883188,33.09578814488068
2 / 21 / 2025,1,2,2,20.0075390625,284546,35.06279042010076,1009.2803974403745,33.10219884766133
2 / 21 / 2025,1,2,2,20.0012890625,284780,35.15531885798322,1009.2796297333942,33.10861088268478
2 / 21 / 2025,2,2,2,19.99484375,283383,35.22458843730797,1009.2749032357929,33.14808757851628
2 / 21 / 2025,2,2,2,19.988203125,284546,35.26474195513889,1009.2698675317714,33.19014699570016
2 / 21 / 2025,2,2,2,19.983515625,285484,35.29343437868939,1009.2788712642337,33.114945765552704
2 / 21 / 2025,2,3,3,19.9778515625,283615,35.304559997635174,1009.2826797214288,33.08313682461367
2 / 21 / 2025,2,3,3,19.9721875,286428,35.315686276307055,1009.2846632754989,33.06656985157565
2 / 21 / 2025,2,3,3,19.9661328125,289056,35.30929561665981,1009.2896777444812,33.02468829135012
2 / 21 / 2025,2,3,3,19.96046875,287378,35.27963783444903,1009.2880115844824,33.038604278639454
2 / 21 / 2025,2,3,3,19.955,287855,35.24418044852163,1009.2830051560651,33.08041873867264
2 / 21 / 2025,2,3,3,19.9497265625,288575,35.220396015539755,1009.2856063334797,33.05869328393444
2 / 21 / 2025,2,3,3,19.94484375,287378,35.214119483765174,1009.2833517750015,33.07752371860138
2 / 21 / 2025,2,3,3,19.94171875,286665,35.18471818083562,1009.2857040027744,33.05787753506017
2 / 21 / 2025,2,3,3,19.938984375,288575,35.17282163302652,1009.2868498479975,33.04830726545019
2 / 21 / 2025,2,3,3,19.936640625,286902,35.14932149847513,1009.2867893422963,33.048812617835786
2 / 21 / 2025,2,3,3,19.935078125,286191,35.13753667357458,1009.286140795665,33.05422937487715
2 / 21 / 2025,2,3,3,19.933125,286428,35.131536006434686,1009.2866985387085,33.049571022612874
2 / 21 / 2025,2,3,3,19.9313671875,285719,35.119734601637596,1009.2893899836657,33.027091706169955
2 / 21 / 2025,2,3,3,19.9290234375,287855,35.10206151074967,1009.2856802472443,33.05807594487033
2 / 21 / 2025,2,3,3,19.9258984375,285484,35.10177205597384,1009.278909374377,33.11462746208499
2 / 21 / 2025,2,3,3,19.9227734375,289297,35.10730094005745,1009.2830858440025,33.079744819277664
